term_original,term_norm,best_domain,top_score,second_score,margin,cluster_id,cluster_confidence,cluster_label
Anxiety /nervousness ,anxiety /nervousness,anxiety,0.74306726,0.5030458,0.24002147,-1,0.0,noise
panic disorder,panic disorder,anxiety,0.75647247,0.5185096,0.23796284,-1,0.0,noise
anxiety attacks,anxiety attacks,anxiety,0.7215191,0.48499492,0.2365242,-1,0.0,noise
Anxiety Disorders,anxiety disorders,anxiety,0.72541153,0.49130902,0.23410252,-1,0.0,noise
Panicky,panicky,anxiety,0.6947135,0.46135628,0.23335719,-1,0.0,noise
Anxiety (Generalized),anxiety (generalized,anxiety,0.759014,0.52720237,0.23181164,-1,0.0,noise
Anxiety - Physical,anxiety - physical,anxiety,0.7328589,0.5012084,0.23165047,-1,0.0,noise
generalised anxiety ,generalised anxiety,anxiety,0.7230117,0.49190548,0.23110619,-1,0.0,noise
anxiety level,anxiety level,anxiety,0.6526836,0.4256482,0.2270354,-1,0.0,noise
generalized anxiety,generalized anxiety,anxiety,0.7323563,0.5053887,0.22696763,-1,0.0,noise
Anxious,anxious,anxiety,0.86053205,0.6353625,0.22516954,-1,0.0,noise
Severve Anxiety,severve anxiety,anxiety,0.63844264,0.41394186,0.22450078,-1,0.0,noise
Fearful,fearful,anxiety,0.73374957,0.5098715,0.22387809,-1,0.0,noise
Full on Panic Attack,full on panic attack,anxiety,0.65005314,0.42716157,0.22289157,-1,0.0,noise
chronic panic attacks ,chronic panic attacks,anxiety,0.64271367,0.42325056,0.21946311,-1,0.0,noise
Scared,scared,anxiety,0.6921655,0.47450304,0.21766245,-1,0.0,noise
situational anxiety,situational anxiety,anxiety,0.750965,0.5353739,0.21559107,-1,0.0,noise
Anxiety/Attack,anxiety/attack,anxiety,0.775535,0.56126916,0.21426582,-1,0.0,noise
Nervous/Anxious,nervous/anxious,anxiety,0.77905643,0.56529355,0.21376288,-1,0.0,noise
Generalised Anxiety Disorder,generalised anxiety disorder,anxiety,0.6236428,0.4100119,0.21363091,-1,0.0,noise
Panic Attack,panic attack,anxiety,0.7744308,0.56210387,0.21232694,-1,0.0,noise
panic attacks,panic attacks,anxiety,0.7386737,0.5264927,0.21218097,-1,0.0,noise
general anxiety disorder,general anxiety disorder,anxiety,0.65026915,0.4392258,0.21104336,-1,0.0,noise
increased anxiety,increased anxiety,anxiety,0.70530117,0.49606276,0.20923841,-1,0.0,noise
feeling anxious,feeling anxious,anxiety,0.81758523,0.6088153,0.20876992,-1,0.0,noise
Social anxiety disorder,social anxiety disorder,anxiety,0.61754864,0.40887094,0.20867771,-1,0.0,noise
Social Anxiety: Dislike,social anxiety: dislike,anxiety,0.5882328,0.38051897,0.20771384,-1,0.0,noise
anxiety trigger,anxiety trigger,anxiety,0.6657349,0.4587785,0.20695639,-1,0.0,noise
worry and fear,worry and fear,anxiety,0.7377639,0.5325687,0.20519519,-1,0.0,noise
Anxiety Increase,anxiety increase,anxiety,0.6439805,0.44032556,0.20365494,-1,0.0,noise
generalized anxiety disorder,generalized anxiety disorder,anxiety,0.6396458,0.43779275,0.20185307,-1,0.0,noise
pseudo panic attack,pseudo panic attack,anxiety,0.6491009,0.4476716,0.20142931,-1,0.0,noise
anxiety shits,anxiety shits,anxiety,0.73364484,0.5339758,0.19966906,-1,0.0,noise
Anxiety general,anxiety general,anxiety,0.72513866,0.5272391,0.19789958,-1,0.0,noise
anxiety dream,anxiety dream,anxiety,0.66773283,0.47057587,0.19715697,-1,0.0,noise
panick attack,panick attack,anxiety,0.6826736,0.48553598,0.1971376,-1,0.0,noise
terrified,terrified,anxiety,0.7211,0.52565145,0.19544852,-1,0.0,noise
Mild anxiety,mild anxiety,anxiety,0.6845675,0.48930877,0.19525874,-1,0.0,noise
anxiety (youper),anxiety (youper,anxiety,0.684141,0.48972532,0.19441566,-1,0.0,noise
physical anxiety symptoms,physical anxiety symptoms,anxiety,0.55496466,0.3606494,0.19431525,-1,0.0,noise
social anxiety symptoms,social anxiety symptoms,anxiety,0.54055136,0.34628668,0.19426468,-1,0.0,noise
Anxiousness,anxiousness,anxiety,0.8237872,0.6317557,0.1920315,-1,0.0,noise
Anxiety - Mind,anxiety - mind,anxiety,0.76016074,0.56818616,0.19197458,-1,0.0,noise
Financial anxiety,financial anxiety,anxiety,0.5804835,0.38949084,0.19099265,-1,0.0,noise
atypical panic attacks,atypical panic attacks,anxiety,0.65028185,0.45964748,0.19063437,-1,0.0,noise
mixed anxiety,mixed anxiety,anxiety,0.6724739,0.48350245,0.18897146,-1,0.0,noise
panick attacks,panick attacks,anxiety,0.6705142,0.48192483,0.1885894,-1,0.0,noise
mental/emotional anxiety,mental/emotional anxiety,anxiety,0.7197379,0.5315435,0.1881944,-1,0.0,noise
fearfulness,fearfulness,anxiety,0.73342425,0.5453353,0.18808895,-1,0.0,noise
mental anxiety,mental anxiety,anxiety,0.7851976,0.59872204,0.18647557,-1,0.0,noise
low anxiety,low anxiety,anxiety,0.69590783,0.51012063,0.1857872,-1,0.0,noise
RLS anxiety,rls anxiety,anxiety,0.55896604,0.37386757,0.18509847,-1,0.0,noise
Worry,worry,anxiety,0.6127074,0.43103933,0.18166804,-1,0.0,noise
high anxiety,high anxiety,anxiety,0.70316684,0.52193874,0.1812281,-1,0.0,noise
fear,fear,anxiety,0.7487539,0.57055193,0.17820197,-1,0.0,noise
Work related anxiety,work related anxiety,anxiety,0.5362897,0.35896224,0.17732745,-1,0.0,noise
anxious feelings,anxious feelings,anxiety,0.80678904,0.630262,0.17652702,-1,0.0,noise
Generalised Anxiety Disorder (GAD),generalised anxiety disorder (gad,anxiety,0.5060771,0.33119944,0.17487767,-1,0.0,noise
Worrying,worrying,anxiety,0.6756178,0.50150704,0.17411077,-1,0.0,noise
Anxious Buying,anxious buying,anxiety,0.56885356,0.3961624,0.17269117,-1,0.0,noise
Over-anxious about important matters,over-anxious about important matters,anxiety,0.5497494,0.37713572,0.17261365,-1,0.0,noise
Performance anxiety,performance anxiety,anxiety,0.6218363,0.45083934,0.17099696,-1,0.0,noise
 Worried,worried,anxiety,0.6525564,0.48191184,0.17064458,-1,0.0,noise
doctor appointment anxiety,doctor appointment anxiety,anxiety,0.49959487,0.33005643,0.16953844,-1,0.0,noise
anxiety sweating,anxiety sweating,anxiety,0.5660837,0.3966022,0.16948152,-1,0.0,noise
nervous,nervous,anxiety,0.7712695,0.6036591,0.1676104,-1,0.0,noise
Fears,fears,anxiety,0.7352742,0.57040846,0.16486573,-1,0.0,noise
paralyzing anxiety,paralyzing anxiety,anxiety,0.58250886,0.41840935,0.16409951,-1,0.0,noise
Anxiety Sweats,anxiety sweats,anxiety,0.58579606,0.42578313,0.16001293,-1,0.0,noise
anxiety dreams,anxiety dreams,anxiety,0.6444012,0.48512778,0.15927342,-1,0.0,noise
Anxiety sickness,anxiety sickness,anxiety,0.66532385,0.50805426,0.1572696,-1,0.0,noise
scared for health,scared for health,anxiety,0.5305992,0.37625524,0.15434393,-1,0.0,noise
Anxiety & Stuck - Can’t Prioritize,anxiety & stuck - can’t prioritize,anxiety,0.5359135,0.3844068,0.15150672,-1,0.0,noise
panic attack (30 mins or more),panic attack (30 mins or more,anxiety,0.49603212,0.34568894,0.15034318,-1,0.0,noise
pm anxiety,pm anxiety,anxiety,0.6540928,0.50387186,0.15022093,-1,0.0,noise
Anxious thoughts,anxious thoughts,anxiety,0.7649976,0.62014914,0.14484847,-1,0.0,noise
bee anxiety,bee anxiety,anxiety,0.56075865,0.4159354,0.14482325,-1,0.0,noise
excessive worrying,excessive worrying,anxiety,0.68690515,0.54374707,0.14315808,-1,0.0,noise
feeling of fear,feeling of fear,anxiety,0.71396685,0.57128066,0.14268619,-1,0.0,noise
walking anxiety,walking anxiety,anxiety,0.5681287,0.42756134,0.14056736,-1,0.0,noise
Uneasy ,uneasy,anxiety,0.70960456,0.5717919,0.13781267,-1,0.0,noise
worry about the future,worry about the future,anxiety,0.47148803,0.33411843,0.1373696,-1,0.0,noise
Food anxiety,food anxiety,anxiety,0.5654987,0.42921007,0.13628864,-1,0.0,noise
social phobia ,social phobia,anxiety,0.5631382,0.42910913,0.13402906,-1,0.0,noise
Unnecessary Worry /Fear of a Situation,unnecessary worry /fear of a situation,anxiety,0.6163423,0.48394123,0.13240108,-1,0.0,noise
anxiety episode,anxiety episode,anxiety,0.6746436,0.5429264,0.1317172,-1,0.0,noise
stress anxiety,stress anxiety,anxiety,0.7277276,0.59735215,0.13037544,-1,0.0,noise
Anxious about PhD ,anxious about phd,anxiety,0.47061998,0.34317762,0.12744236,-1,0.0,noise
Fear of social interaction,fear of social interaction,anxiety,0.5109905,0.3843221,0.1266684,-1,0.0,noise
worrying about everything,worrying about everything,anxiety,0.55765814,0.4311042,0.12655392,-1,0.0,noise
anxiety/stress,anxiety/stress,anxiety,0.7877338,0.66238725,0.12534654,-1,0.0,noise
Separation anxiety disorder,separation anxiety disorder,anxiety,0.5443326,0.41906324,0.12526938,-1,0.0,noise
Anxiety @ 1pm,anxiety @ 1pm,anxiety,0.60701454,0.48304734,0.1239672,-1,0.0,noise
self confident,self confident,anxiety,0.51888514,0.39522624,0.123658895,-1,0.0,noise
post-panic attack depression,post-panic attack depression,anxiety,0.52531254,0.40471303,0.12059951,-1,0.0,noise
feelings of Fear,feelings of fear,anxiety,0.68316096,0.5644693,0.11869168,-1,0.0,noise
Anxiety ticks,anxiety ticks,anxiety,0.55464125,0.43633023,0.11831102,-1,0.0,noise
Panickattacke,panickattacke,anxiety,0.5232844,0.40557453,0.117709845,-1,0.0,noise
Panic moment,panic moment,anxiety,0.7059256,0.5893854,0.11654019,-1,0.0,noise
Feel Anxious about Tomorrow,feel anxious about tomorrow,anxiety,0.5440186,0.42825583,0.1157628,-1,0.0,noise
confident/comfortable,confident/comfortable,anxiety,0.4729293,0.35719755,0.115731746,-1,0.0,noise
Separation Anxiety,separation anxiety,anxiety,0.5682218,0.45419538,0.11402643,-1,0.0,noise
feeling uneasy,feeling uneasy,anxiety,0.72146946,0.6076894,0.11378008,-1,0.0,noise
Overly self confident,overly self confident,anxiety,0.5585421,0.44476473,0.11377734,-1,0.0,noise
Over-anxious about minor matters,over-anxious about minor matters,anxiety,0.5210224,0.40810782,0.11291456,-1,0.0,noise
Anxiety @ 2pm,anxiety @ 2pm,anxiety,0.5941335,0.48209566,0.11203784,-1,0.0,noise
night panic,night panic,anxiety,0.56625795,0.45444092,0.11181703,-1,0.0,noise
Social Anxiety: Imposter Syndrome,social anxiety: imposter syndrome,anxiety,0.4804809,0.36941743,0.11106348,-1,0.0,noise
telephone anxiety,telephone anxiety,anxiety,0.53626704,0.42607135,0.1101957,-1,0.0,noise
anxiety/depression attack,anxiety/depression attack,anxiety,0.5741577,0.4639827,0.11017501,-1,0.0,noise
fear that i messed up,fear that i messed up,anxiety,0.47030127,0.36289835,0.10740292,-1,0.0,noise
fear of death,fear of death,anxiety,0.6029149,0.49611923,0.1067957,-1,0.0,noise
pervasive depressive disorder with anxiety,pervasive depressive disorder with anxiety,anxiety,0.53991246,0.43500185,0.10491061,-1,0.0,noise
apprehension,apprehension,anxiety,0.63828486,0.5353701,0.10291475,-1,0.0,noise
sress and anxiety,sress and anxiety,anxiety,0.6211386,0.5190355,0.102103055,-1,0.0,noise
fear of water,fear of water,anxiety,0.5165071,0.4157025,0.1008046,-1,0.0,noise
Anxiety @ 11am,anxiety @ 11am,anxiety,0.5939549,0.49356478,0.100390136,-1,0.0,noise
stress or anxiety,stress or anxiety,anxiety,0.7559461,0.6565238,0.099422276,-1,0.0,noise
Anxiety Mid day,anxiety mid day,anxiety,0.5881758,0.49177775,0.096398026,-1,0.0,noise
anxiety & depression ,anxiety & depression,anxiety,0.6851386,0.58922017,0.09591842,-1,0.0,noise
anxious spirals,anxious spirals,anxiety,0.6549157,0.5591881,0.09572756,-1,0.0,noise
Nervousness,nervousness,anxiety,0.7161702,0.6209687,0.09520149,-1,0.0,noise
adrenaline rush,adrenaline rush,anxiety,0.688124,0.5950476,0.09307641,-1,0.0,noise
anxiety /stress + or ,anxiety /stress + or,anxiety,0.64076513,0.54890937,0.091855764,-1,0.0,noise
Anxiety @ 3pm,anxiety @ 3pm,anxiety,0.57589364,0.48528558,0.09060806,-1,0.0,noise
Anxiety and Depression,anxiety and depression,anxiety,0.6727108,0.582266,0.0904448,-1,0.0,noise
Anxiety - irritability,anxiety - irritability,anxiety,0.61732304,0.5272908,0.09003222,-1,0.0,noise
ceaseless worrying,ceaseless worrying,anxiety,0.53555036,0.44677645,0.088773906,-1,0.0,noise
emotionally freaking out ,emotionally freaking out,anxiety,0.6300745,0.54213023,0.08794427,-1,0.0,noise
emetophobia,emetophobia,anxiety,0.595221,0.50755274,0.08766824,-1,0.0,noise
fear of future,fear of future,anxiety,0.575272,0.48774454,0.08752748,-1,0.0,noise
"Terror, panic, or paranoia","terror, panic, or paranoia",anxiety,0.6851359,0.59826255,0.08687335,-1,0.0,noise
Adrenaline-ish feeling,adrenaline-ish feeling,anxiety,0.61402357,0.530766,0.083257556,-1,0.0,noise
Anxiety morning,anxiety morning,anxiety,0.6182523,0.5351044,0.08314788,-1,0.0,noise
exam/test phobia,exam/test phobia,anxiety,0.50795585,0.42495543,0.08300042,-1,0.0,noise
easily scared/schreckhaft,easily scared/schreckhaft,anxiety,0.53269553,0.4524263,0.08026922,-1,0.0,noise
keyed up/anxious,keyed up/anxious,anxiety,0.49959114,0.41996434,0.0796268,-1,0.0,noise
Uneasy Feeling,uneasy feeling,anxiety,0.69196624,0.61288714,0.07907909,-1,0.0,noise
anxiety/overwhelmed,anxiety/overwhelmed,anxiety,0.64339036,0.56567323,0.077717125,-1,0.0,noise
fear of rejection,fear of rejection,anxiety,0.4642139,0.3865746,0.07763931,-1,0.0,noise
Atelophobia,atelophobia,anxiety,0.59334016,0.5177013,0.07563883,-1,0.0,noise
Anxiety @ 12pm,anxiety @ 12pm,anxiety,0.56718636,0.49215388,0.07503247,-1,0.0,noise
Exacerbated Phobias,exacerbated phobias,anxiety,0.58140576,0.50680816,0.0745976,-1,0.0,noise
fear of death of others,fear of death of others,anxiety,0.51458436,0.4401185,0.07446587,-1,0.0,noise
Osmophobia,osmophobia,anxiety,0.5847722,0.5113746,0.07339764,-1,0.0,noise
Bad alertnesss,bad alertnesss,anxiety,0.47844234,0.4075505,0.07089183,-1,0.0,noise
anxiety (daytime),anxiety (daytime,anxiety,0.61686313,0.546542,0.07032114,-1,0.0,noise
optimism,optimism,anxiety,0.5553793,0.48619998,0.0691793,-1,0.0,noise
seperation anxiety,seperation anxiety,anxiety,0.57713294,0.5085222,0.06861073,-1,0.0,noise
adrenaline rushes,adrenaline rushes,anxiety,0.6083909,0.53982687,0.06856406,-1,0.0,noise
debilitating fear,debilitating fear,anxiety,0.62890667,0.5629042,0.06600249,-1,0.0,noise
Phobias,phobias,anxiety,0.6237475,0.5590328,0.06471473,-1,0.0,noise
(worrying about) seeing things,worrying about) seeing things,anxiety,0.47432768,0.41050366,0.06382403,-1,0.0,noise
Flustered,flustered,anxiety,0.50314695,0.43948197,0.06366497,-1,0.0,noise
Anxiety/Depression,anxiety/depression,anxiety,0.729932,0.6669076,0.0630244,-1,0.0,noise
Overwhelmed/anxious,overwhelmed/anxious,anxiety,0.6389904,0.57618773,0.06280267,-1,0.0,noise
unnecessary worry,unnecessary worry,anxiety,0.5738883,0.5111456,0.06274271,-1,0.0,noise
Nervous system alert,nervous system alert,anxiety,0.48623645,0.42354438,0.062692076,-1,0.0,noise
Anxiety in chest ,anxiety in chest,anxiety,0.6185714,0.5574341,0.06113732,-1,0.0,noise
compulsive worrying,compulsive worrying,anxiety,0.6227037,0.56199276,0.060710907,-1,0.0,noise
Wake in night in panic,wake in night in panic,anxiety,0.5707063,0.5102919,0.060414433,-1,0.0,noise
Emetaphobia,emetaphobia,anxiety,0.593755,0.5346756,0.05907941,-1,0.0,noise
low confidence,low confidence,anxiety,0.4979322,0.44025356,0.05767864,-1,0.0,noise
fear of sex,fear of sex,anxiety,0.47963142,0.4223959,0.05723551,-1,0.0,noise
agrophobia,agrophobia,anxiety,0.46906173,0.41405874,0.055002987,-1,0.0,noise
anxiety heart,anxiety heart,anxiety,0.6935217,0.6390204,0.054501295,-1,0.0,noise
Social discomfort,social discomfort,anxiety,0.5362016,0.48192888,0.05427271,-1,0.0,noise
mixed anxiety and depressive disorder,mixed anxiety and depressive disorder,anxiety,0.5113829,0.45724982,0.054133058,-1,0.0,noise
Anxiety attack chest,anxiety attack chest,anxiety,0.5849881,0.53233206,0.052656054,-1,0.0,noise
Agorophobia,agorophobia,anxiety,0.5535637,0.5009409,0.052622795,-1,0.0,noise
Depression & Anxiety,depression & anxiety,anxiety,0.6670288,0.614473,0.0525558,-1,0.0,noise
butterflies,butterflies,anxiety,0.45257828,0.40023348,0.0523448,-1,0.0,noise
Photophobia,photophobia,anxiety,0.51987386,0.46756643,0.052307427,-1,0.0,noise
Antisocial Withdrawl (Fear),antisocial withdrawl (fear,anxiety,0.47878408,0.42680135,0.05198273,-1,0.0,noise
Depression and anxiety,depression and anxiety,anxiety,0.6494614,0.597848,0.05161339,-1,0.0,noise
heart palpitations,heart palpitations,cardiovascular_symptoms,0.72503245,0.44802868,0.27700377,-1,0.0,noise
heart palpitations or racing heart,heart palpitations or racing heart,cardiovascular_symptoms,0.688894,0.41808805,0.27080593,-1,0.0,noise
Heart Flutter,heart flutter,cardiovascular_symptoms,0.7559379,0.49943587,0.256502,-1,0.0,noise
"Heart ""flutter""","heart ""flutter",cardiovascular_symptoms,0.69537926,0.44016922,0.25521004,-1,0.0,noise
heart flutters,heart flutters,cardiovascular_symptoms,0.7418641,0.50151193,0.24035215,-1,0.0,noise
heart palpation ,heart palpation,cardiovascular_symptoms,0.60073495,0.36479986,0.23593509,-1,0.0,noise
Heart palpations,heart palpations,cardiovascular_symptoms,0.58745277,0.3563054,0.23114738,-1,0.0,noise
chest flutter,chest flutter,cardiovascular_symptoms,0.7023089,0.4713332,0.23097569,-1,0.0,noise
Heart Palpitation,heart palpitation,cardiovascular_symptoms,0.7329665,0.5046096,0.2283569,-1,0.0,noise
Palpitations,palpitations,cardiovascular_symptoms,0.7038763,0.48031783,0.22355849,-1,0.0,noise
cardiac event,cardiac event,cardiovascular_symptoms,0.60892403,0.38604653,0.2228775,-1,0.0,noise
fast heart beat,fast heart beat,cardiovascular_symptoms,0.694637,0.47205186,0.22258514,-1,0.0,noise
Heart blip,heart blip,cardiovascular_symptoms,0.5972596,0.3754121,0.22184747,-1,0.0,noise
chest palpitations,chest palpitations,cardiovascular_symptoms,0.7395247,0.5211128,0.21841192,-1,0.0,noise
Heart arrhythmias,heart arrhythmias,cardiovascular_symptoms,0.5767253,0.36111432,0.21561098,-1,0.0,noise
rapid heart,rapid heart,cardiovascular_symptoms,0.67593235,0.46337694,0.21255541,-1,0.0,noise
Heart Palps,heart palps,cardiovascular_symptoms,0.64109206,0.43225265,0.20883942,-1,0.0,noise
Flutter in chest,flutter in chest,cardiovascular_symptoms,0.62524843,0.41691715,0.20833129,-1,0.0,noise
heart waves,heart waves,cardiovascular_symptoms,0.55103207,0.3428056,0.20822647,-1,0.0,noise
chest flutters,chest flutters,cardiovascular_symptoms,0.6959367,0.48795658,0.2079801,-1,0.0,noise
fast heartbeat,fast heartbeat,cardiovascular_symptoms,0.72884274,0.52147394,0.20736879,-1,0.0,noise
Chest Pressure / Heart Palpitations,chest pressure / heart palpitations,cardiovascular_symptoms,0.6528323,0.44627976,0.20655257,-1,0.0,noise
Racing/Pounding Heart,racing/pounding heart,cardiovascular_symptoms,0.7235917,0.52249444,0.20109725,-1,0.0,noise
cardiac,cardiac,cardiovascular_symptoms,0.6694311,0.46842355,0.20100754,-1,0.0,noise
heart arithmia,heart arithmia,cardiovascular_symptoms,0.5428996,0.34189248,0.20100713,-1,0.0,noise
Rapid heart beat,rapid heart beat,cardiovascular_symptoms,0.68261355,0.4827431,0.19987044,-1,0.0,noise
Racing Heart,racing heart,cardiovascular_symptoms,0.74672574,0.5482279,0.19849783,-1,0.0,noise
chest rush,chest rush,cardiovascular_symptoms,0.7451242,0.54729533,0.19782889,-1,0.0,noise
chest thump,chest thump,cardiovascular_symptoms,0.68617797,0.49022633,0.19595164,-1,0.0,noise
racing heart pm,racing heart pm,cardiovascular_symptoms,0.61142075,0.4161305,0.19529024,-1,0.0,noise
cardiac arrhythmia,cardiac arrhythmia,cardiovascular_symptoms,0.5549123,0.3602671,0.19464523,-1,0.0,noise
"Heart Palpitations (sudden, strong, scary)","heart palpitations (sudden, strong, scary",cardiovascular_symptoms,0.67290807,0.4788803,0.19402778,-1,0.0,noise
Heart Palpitations  (pounding),heart palpitations (pounding,cardiovascular_symptoms,0.70765615,0.5147406,0.19291556,-1,0.0,noise
palpitations cardiaques,palpitations cardiaques,cardiovascular_symptoms,0.66808546,0.47603393,0.19205153,-1,0.0,noise
heart racing,heart racing,cardiovascular_symptoms,0.7765205,0.5857992,0.19072127,-1,0.0,noise
racing heart beat,racing heart beat,cardiovascular_symptoms,0.6973072,0.5072618,0.19004542,-1,0.0,noise
fast pulse,fast pulse,cardiovascular_symptoms,0.5677206,0.37823558,0.18948501,-1,0.0,noise
chest flutter esophogaus,chest flutter esophogaus,cardiovascular_symptoms,0.5343468,0.34495574,0.18939108,-1,0.0,noise
fluttering heart,fluttering heart,cardiovascular_symptoms,0.710832,0.52293867,0.18789333,-1,0.0,noise
weak heart beat,weak heart beat,cardiovascular_symptoms,0.6989255,0.5119565,0.18696898,-1,0.0,noise
Rapid heartbeat,rapid heartbeat,cardiovascular_symptoms,0.71614474,0.53024036,0.18590438,-1,0.0,noise
heart rhythm abnormalities,heart rhythm abnormalities,cardiovascular_symptoms,0.5921335,0.40671661,0.1854169,-1,0.0,noise
Ventricular tachycardia,ventricular tachycardia,cardiovascular_symptoms,0.55065316,0.36570597,0.1849472,-1,0.0,noise
heart fluttering,heart fluttering,cardiovascular_symptoms,0.7161044,0.5312194,0.18488497,-1,0.0,noise
Heart palpitation sensations,heart palpitation sensations,cardiovascular_symptoms,0.6588658,0.47701317,0.18185264,-1,0.0,noise
heart jumping,heart jumping,cardiovascular_symptoms,0.6926235,0.5110921,0.18153137,-1,0.0,noise
hearing heart,hearing heart,cardiovascular_symptoms,0.6178251,0.43715924,0.18066585,-1,0.0,noise
high heartrate,high heartrate,cardiovascular_symptoms,0.6355432,0.45563394,0.17990929,-1,0.0,noise
Heart Palpitations  (irregular heartbeat),heart palpitations (irregular heartbeat,cardiovascular_symptoms,0.62147504,0.4416315,0.17984354,-1,0.0,noise
Heart pressure,heart pressure,cardiovascular_symptoms,0.60883105,0.42976278,0.17906827,-1,0.0,noise
chest fluttering,chest fluttering,cardiovascular_symptoms,0.7306812,0.55180573,0.17887545,-1,0.0,noise
Scary Heart Palpitations,scary heart palpitations,cardiovascular_symptoms,0.6783924,0.5023425,0.17604989,-1,0.0,noise
Hard Heartbeat,hard heartbeat,cardiovascular_symptoms,0.7040171,0.5280479,0.17596918,-1,0.0,noise
Racing heart sensation,racing heart sensation,cardiovascular_symptoms,0.7093065,0.5362773,0.17302918,-1,0.0,noise
Accelerated Heart,accelerated heart,cardiovascular_symptoms,0.58593035,0.41372588,0.17220446,-1,0.0,noise
high heart ,high heart,cardiovascular_symptoms,0.64264464,0.47092706,0.17171758,-1,0.0,noise
left chest stab,left chest stab,cardiovascular_symptoms,0.5397291,0.36872745,0.17100167,-1,0.0,noise
"hard, fast heartbeat","hard, fast heartbeat",cardiovascular_symptoms,0.6699323,0.49906904,0.17086327,-1,0.0,noise
Heart pounding,heart pounding,cardiovascular_symptoms,0.73662496,0.5662323,0.17039263,-1,0.0,noise
Pounding heart,pounding heart,cardiovascular_symptoms,0.72095764,0.55148035,0.16947728,-1,0.0,noise
atrial tachycardia,atrial tachycardia,cardiovascular_symptoms,0.5637091,0.3966664,0.16704267,-1,0.0,noise
hearing heartbeat,hearing heartbeat,cardiovascular_symptoms,0.57908046,0.41225713,0.16682333,-1,0.0,noise
chest stab,chest stab,cardiovascular_symptoms,0.584739,0.41824228,0.16649675,-1,0.0,noise
Bradycardia,bradycardia,cardiovascular_symptoms,0.64222115,0.4758009,0.16642025,-1,0.0,noise
racing or pounding heart,racing or pounding heart,cardiovascular_symptoms,0.7140862,0.5478003,0.16628587,-1,0.0,noise
Nght time palpitations,nght time palpitations,cardiovascular_symptoms,0.55262995,0.38645923,0.16617072,-1,0.0,noise
"heart ""skips"" a beat","heart ""skips"" a beat",cardiovascular_symptoms,0.5361173,0.37167403,0.16444328,-1,0.0,noise
tachycardic,tachycardic,cardiovascular_symptoms,0.67076194,0.50639826,0.16436368,-1,0.0,noise
heart pumping,heart pumping,cardiovascular_symptoms,0.6874027,0.52313393,0.16426879,-1,0.0,noise
Neocardiogenic syncope,neocardiogenic syncope,cardiovascular_symptoms,0.62307143,0.4588877,0.16418374,-1,0.0,noise
feel heartbeat in a diff,feel heartbeat in a diff,cardiovascular_symptoms,0.61405796,0.45040843,0.16364953,-1,0.0,noise
tachycardie,tachycardie,cardiovascular_symptoms,0.55310243,0.38966066,0.16344178,-1,0.0,noise
Tachycardia,tachycardia,cardiovascular_symptoms,0.6878565,0.52479064,0.16306585,-1,0.0,noise
heart skips,heart skips,cardiovascular_symptoms,0.606946,0.44402128,0.1629247,-1,0.0,noise
cardiac artery disease ,cardiac artery disease,cardiovascular_symptoms,0.5000478,0.33717233,0.16287547,-1,0.0,noise
felt heart racing,felt heart racing,cardiovascular_symptoms,0.74989736,0.588282,0.16161537,-1,0.0,noise
