term_original,best_domain
Facial flushing,allergy_hypersensitivity
Swollen eyes,allergy_hypersensitivity
Allergic reaction,allergy_hypersensitivity
swollen tastebuds,allergy_hypersensitivity
Left Eye Red & Very Sore ,allergy_hypersensitivity
dry red patch above left eye,allergy_hypersensitivity
dry eyelids,allergy_hypersensitivity
dry skin (eyes),allergy_hypersensitivity
"Under Eyes--Puffy, Swollen, Extra Folds",allergy_hypersensitivity
Oral allergy,allergy_hypersensitivity
mtn cedar & other allergies,allergy_hypersensitivity
"Low Salt (itchy gums, cranky, sore muscles)",allergy_hypersensitivity
Injection site irritation,allergy_hypersensitivity
greasy eyelids,allergy_hypersensitivity
Contact allergies,allergy_hypersensitivity
right eye swollen/itchy,allergy_hypersensitivity
Stinging eyes,allergy_hypersensitivity
very dry face ,allergy_hypersensitivity
full body histamine reaction,allergy_hypersensitivity
Eyes red and sore ,allergy_hypersensitivity
Exercise Induced Allergy ,allergy_hypersensitivity
left eye area rash,allergy_hypersensitivity
eye puffy dry ,allergy_hypersensitivity
right eye area rash,allergy_hypersensitivity
"Eyes--Burning, Stinging, Irritated",allergy_hypersensitivity
new allergies,allergy_hypersensitivity
Allergic Reaction (Mild),allergy_hypersensitivity
swollen eye lid,allergy_hypersensitivity
Eye & Nose Irritation,allergy_hypersensitivity
Itchy throat,allergy_hypersensitivity
eye allergy,allergy_hypersensitivity
Allergies - Eyes,allergy_hypersensitivity
swollen eyelids,allergy_hypersensitivity
itchy eyelids,allergy_hypersensitivity
Seasonal Allergies,allergy_hypersensitivity
itchy dry eyes,allergy_hypersensitivity
Eye itch,allergy_hypersensitivity
swollen eye,allergy_hypersensitivity
morning eyes sore,allergy_hypersensitivity
awakened with facial itching and nose itching,allergy_hypersensitivity
rashed eyelids,allergy_hypersensitivity
mouth and throat itching,allergy_hypersensitivity
dry / itchy eyes,allergy_hypersensitivity
Facial swelling,allergy_hypersensitivity
face flushing,allergy_hypersensitivity
"itching nose, throat and eyes",allergy_hypersensitivity
Allergiesymptome,allergy_hypersensitivity
allergic reactions,allergy_hypersensitivity
Allergy reaction,allergy_hypersensitivity
Rash around eyes,allergy_hypersensitivity
pollen,allergy_hypersensitivity
Itchy eyebrows,allergy_hypersensitivity
allergies/asthma,allergy_hypersensitivity
itchy face and neck,allergy_hypersensitivity
Mold Allergy,allergy_hypersensitivity
dryness eyes skin mouth,allergy_hypersensitivity
Itchy Nose,allergy_hypersensitivity
eye rash,allergy_hypersensitivity
Eye pain or itching,allergy_hypersensitivity
dry patches on eyelids ,allergy_hypersensitivity
swollen eyelid ,allergy_hypersensitivity
Allergic Reaction (Moderate),allergy_hypersensitivity
allergy attack,allergy_hypersensitivity
Eye itching,allergy_hypersensitivity
"Dry eyes, mouth, lips",allergy_hypersensitivity
itchy puffy eyes,allergy_hypersensitivity
throat itching/swelling,allergy_hypersensitivity
allergy rash,allergy_hypersensitivity
under eye skin rash,allergy_hypersensitivity
Allergy headache,allergy_hypersensitivity
swollen eyes rashes joint pain excessive urination and fa,allergy_hypersensitivity
swelling in face,allergy_hypersensitivity
Sun allergy,allergy_hypersensitivity
sore/itchy eyes,allergy_hypersensitivity
itchy face and head,allergy_hypersensitivity
face swelling,allergy_hypersensitivity
left eye dryness and irritation,allergy_hypersensitivity
dry eyes/skin/mouth,allergy_hypersensitivity
Allergic reaction (Food),allergy_hypersensitivity
Swollen eye lids,allergy_hypersensitivity
swollen face mornings,allergy_hypersensitivity
dry eye nose,allergy_hypersensitivity
left eye swollen/itchy,allergy_hypersensitivity
Allergic reaction (Animal),allergy_hypersensitivity
itchy watery eyes,allergy_hypersensitivity
Anaphylaxis,allergy_hypersensitivity
swollen fingers and eyes,allergy_hypersensitivity
Allergic Rhinitis,allergy_hypersensitivity
dry mouth and eyes,allergy_hypersensitivity
sneeze attack,allergy_hypersensitivity
scabs in nose,allergy_hypersensitivity
Rash Under Eye,allergy_hypersensitivity
Allergic dermatitis,allergy_hypersensitivity
Eyes Dry/Sore,allergy_hypersensitivity
itchy eyes with tearing,allergy_hypersensitivity
eye irritation,allergy_hypersensitivity
sneezing/watery eyes,allergy_hypersensitivity
swelling on face/body,allergy_hypersensitivity
flushing face,allergy_hypersensitivity
Itchy/red eyes,allergy_hypersensitivity
left eye watery and red,allergy_hypersensitivity
allergy eyes,allergy_hypersensitivity
allergy symtoms,allergy_hypersensitivity
right eye itchy,allergy_hypersensitivity
Swollen eye or Rash,allergy_hypersensitivity
Hive(s) from allergy shots ,allergy_hypersensitivity
swollen face morning,allergy_hypersensitivity
red and irritated eyes,allergy_hypersensitivity
watery/crusty eyes,allergy_hypersensitivity
eyelid swelling,allergy_hypersensitivity
eye and teeth inflammation,allergy_hypersensitivity
Eyes itchy,allergy_hypersensitivity
eye dermatitis,allergy_hypersensitivity
nose itch,allergy_hypersensitivity
Allergies kicking up,allergy_hypersensitivity
itchy eyes,allergy_hypersensitivity
rt eye itchy,allergy_hypersensitivity
Severe Allergies,allergy_hypersensitivity
puffy swollen eyes,allergy_hypersensitivity
stuffy itchy nose,allergy_hypersensitivity
eyes dry/burning,allergy_hypersensitivity
Edema from allergy shots,allergy_hypersensitivity
Dry eyes and mouth ,allergy_hypersensitivity
Allergy symptoms,allergy_hypersensitivity
allergies/sneezing,allergy_hypersensitivity
dry itchy eyes,allergy_hypersensitivity
eye allergies ,allergy_hypersensitivity
Red irritated eyes,allergy_hypersensitivity
Fuzzy/Itchy Eyes,allergy_hypersensitivity
"High Histamine (congestion, itchy eyes, flushing, hives)",allergy_hypersensitivity
excessive worrying,anxiety_fear_panic
Over-anxious about minor matters,anxiety_fear_panic
early warning signs,anxiety_fear_panic
Anxiety general,anxiety_fear_panic
Mild anxiety,anxiety_fear_panic
Anxiety sickness,anxiety_fear_panic
Separation Anxiety,anxiety_fear_panic
scared for health,anxiety_fear_panic
Severve Anxiety,anxiety_fear_panic
easily scared/schreckhaft,anxiety_fear_panic
panick attacks,anxiety_fear_panic
Phobias,anxiety_fear_panic
doctor appointment anxiety,anxiety_fear_panic
panic attack (30 mins or more),anxiety_fear_panic
Anxiety Sweats,anxiety_fear_panic
fearfulness,anxiety_fear_panic
Worried about health,anxiety_fear_panic
Phonophobia,anxiety_fear_panic
telephone anxiety,anxiety_fear_panic
Fear of Abandonment,anxiety_fear_panic
generalized anxiety disorder,anxiety_fear_panic
Performance anxiety,anxiety_fear_panic
fear,anxiety_fear_panic
Panic,anxiety_fear_panic
 Worried,anxiety_fear_panic
hypervigilance,anxiety_fear_panic
Panic moment,anxiety_fear_panic
Over-anxious about important matters,anxiety_fear_panic
fear of death,anxiety_fear_panic
nervous anxious,anxiety_fear_panic
pm anxiety,anxiety_fear_panic
fear of rejection,anxiety_fear_panic
walking anxiety,anxiety_fear_panic
Anxiety - Physical,anxiety_fear_panic
Anxiety - Mind,anxiety_fear_panic
confusional arousal,anxiety_fear_panic
anxiety dream,anxiety_fear_panic
seperation anxiety,anxiety_fear_panic
terrified,anxiety_fear_panic
Uneasy ,anxiety_fear_panic
Exacerbated Phobias,anxiety_fear_panic
Panic Attack,anxiety_fear_panic
adrenaline rush,anxiety_fear_panic
Anxious angry,anxiety_fear_panic
worry about the future,anxiety_fear_panic
Uncomfortable,anxiety_fear_panic
Specific Anxiety,anxiety_fear_panic
Feeling Caged,anxiety_fear_panic
anxiety (daytime),anxiety_fear_panic
fear/anxiety,anxiety_fear_panic
apprehension,anxiety_fear_panic
Scared,anxiety_fear_panic
Anxious thoughts,anxiety_fear_panic
exam/test phobia,anxiety_fear_panic
Anxiety @ 3pm,anxiety_fear_panic
Food anxiety,anxiety_fear_panic
Anxiety @ 2pm,anxiety_fear_panic
Anxiety @ 1pm,anxiety_fear_panic
dangerous behaviors,anxiety_fear_panic
Nervous system alert,anxiety_fear_panic
worrying about everything,anxiety_fear_panic
mental/emotional anxiety,anxiety_fear_panic
Trauma related anxiety,anxiety_fear_panic
sress and anxiety,anxiety_fear_panic
Full on Panic Attack,anxiety_fear_panic
Arousal,anxiety_fear_panic
Nervous/Anxious,anxiety_fear_panic
anxiety attacks,anxiety_fear_panic
high anxiety,anxiety_fear_panic
Unnecessary Worry /Fear of a Situation,anxiety_fear_panic
Financial anxiety,anxiety_fear_panic
Bothered by noise,anxiety_fear_panic
Anxiety (Social),anxiety_fear_panic
panic attacks,anxiety_fear_panic
anxious spirals,anxiety_fear_panic
Health Anxiety,anxiety_fear_panic
agitation and restlessness,anxiety_fear_panic
worry and fear,anxiety_fear_panic
Contamination phobia,anxiety_fear_panic
Nervousness,anxiety_fear_panic
anxiety episode,anxiety_fear_panic
RLS anxiety,anxiety_fear_panic
panick attack,anxiety_fear_panic
ceaseless worrying,anxiety_fear_panic
Work related anxiety,anxiety_fear_panic
Anxiety/fear,anxiety_fear_panic
Anxiety @ 11am,anxiety_fear_panic
generalized anxiety,anxiety_fear_panic
anxious feelings,anxiety_fear_panic
Extreme Anxiety,anxiety_fear_panic
Anxiety @ 12pm,anxiety_fear_panic
Anxiety Mid day,anxiety_fear_panic
Panickattacke,anxiety_fear_panic
Agoraphobia,anxiety_fear_panic
fear of future,anxiety_fear_panic
debilitating fear,anxiety_fear_panic
Anxious,anxiety_fear_panic
Anxiety /nervousness ,anxiety_fear_panic
Food fear interfered with socialising,anxiety_fear_panic
Anxiety (Generalized),anxiety_fear_panic
anger and fear,anxiety_fear_panic
Bad alertnesss,anxiety_fear_panic
"Terror, panic, or paranoia",anxiety_fear_panic
low anxiety,anxiety_fear_panic
Fear Response,anxiety_fear_panic
Anxiety morning,anxiety_fear_panic
Anxiety - irritability,anxiety_fear_panic
physical anxiety,anxiety_fear_panic
hyper arousal anger ,anxiety_fear_panic
Anxiety - Worry,anxiety_fear_panic
paralyzing anxiety,anxiety_fear_panic
bee anxiety,anxiety_fear_panic
Anxiety/Attack,anxiety_fear_panic
Social Anxiety: Panic ,anxiety_fear_panic
Racing thoughts,anxiety_fear_panic
Feeling paranoid,anxiety_fear_panic
general anxiety,anxiety_fear_panic
Worrying,anxiety_fear_panic
Panic Panic,anxiety_fear_panic
nervous,anxiety_fear_panic
sense of impending doom,anxiety_fear_panic
Fear of social interaction,anxiety_fear_panic
Osmophobia,anxiety_fear_panic
physical anxiety symptoms,anxiety_fear_panic
anxiety sweating,anxiety_fear_panic
Anxiety attack,anxiety_fear_panic
anxiety level,anxiety_fear_panic
Anxiety Increase,anxiety_fear_panic
overwhelming attacks of emotion,anxiety_fear_panic
Anxiety,anxiety_fear_panic
anxiety shits,anxiety_fear_panic
feeling uneasy or restless,anxiety_fear_panic
Uneasy Feeling,anxiety_fear_panic
Panicky,anxiety_fear_panic
anxiety trigger,anxiety_fear_panic
Anxiousness,anxiety_fear_panic
anxiety dreams,anxiety_fear_panic
Social Anxiety: Dislike,anxiety_fear_panic
increased anxiety,anxiety_fear_panic
Anxious about PhD ,anxiety_fear_panic
Danger Reaction,anxiety_fear_panic
Worry,anxiety_fear_panic
keyed up/anxious,anxiety_fear_panic
phobia of vomiting,anxiety_fear_panic
chronic anxiety,anxiety_fear_panic
Social anxiety,anxiety_fear_panic
regular anxiety ,anxiety_fear_panic
Thanatophobia,anxiety_fear_panic
social anxiety symptoms,anxiety_fear_panic
Feeling of impending doom,anxiety_fear_panic
Claustrophobia,anxiety_fear_panic
Fearful,anxiety_fear_panic
unnecessary worry,anxiety_fear_panic
Adrenaline-ish feeling,anxiety_fear_panic
Amputation phobia,anxiety_fear_panic
Alertness,anxiety_fear_panic
panic disorder,anxiety_fear_panic
feeling anxious,anxiety_fear_panic
feelings of Fear,anxiety_fear_panic
mental anxiety,anxiety_fear_panic
Feel Anxious about Tomorrow,anxiety_fear_panic
(worrying about) seeing things,anxiety_fear_panic
not able to eat,appetite_weight_change
craving food,appetite_weight_change
Craving meat,appetite_weight_change
Did Not Eat Enough,appetite_weight_change
weight control,appetite_weight_change
hungry ate too much,appetite_weight_change
protein cravings,appetite_weight_change
over appetite,appetite_weight_change
loss of hunger cues,appetite_weight_change
starving,appetite_weight_change
Low appetite,appetite_weight_change
unable to eat,appetite_weight_change
Food disorder ,appetite_weight_change
Appetite Low,appetite_weight_change
Appetite (none->too much),appetite_weight_change
significant intensification of symptoms after eating ,appetite_weight_change
Nutrition Intake,appetite_weight_change
Hunger zu viel,appetite_weight_change
Hungry,appetite_weight_change
inability to exercice/loose weight,appetite_weight_change
mid morning hunger,appetite_weight_change
food cravings/overeating ,appetite_weight_change
fat/negative feelings towards myself,appetite_weight_change
insaitable despite food intake,appetite_weight_change
unusual hunger,appetite_weight_change
limited ability to eat,appetite_weight_change
feeling full quickly (with little food),appetite_weight_change
mid afternoon hunger,appetite_weight_change
Snacking,appetite_weight_change
Weighed down,appetite_weight_change
lack appetite,appetite_weight_change
appetite decrease,appetite_weight_change
excessive eating,appetite_weight_change
hungry during the night,appetite_weight_change
Bad Appetite,appetite_weight_change
Fat intake ,appetite_weight_change
feel like i'm starving,appetite_weight_change
nourished,appetite_weight_change
late evening hunger,appetite_weight_change
food intake,appetite_weight_change
appetite loss,appetite_weight_change
increased gastric output ,appetite_weight_change
weakness after eating,appetite_weight_change
Reduced appetite,appetite_weight_change
very hungry,appetite_weight_change
Rapid Weight Gain,appetite_weight_change
nutrition,appetite_weight_change
Excess Hunger,appetite_weight_change
Unusually hungery,appetite_weight_change
Hungry - Not,appetite_weight_change
Eating problems,appetite_weight_change
excess appetite,appetite_weight_change
extreme fat,appetite_weight_change
Appetite high,appetite_weight_change
Chocolate craving,appetite_weight_change
Weight Loss Delusions,appetite_weight_change
Weight,appetite_weight_change
Excess eating,appetite_weight_change
metabolism ,appetite_weight_change
Trouble Eating,appetite_weight_change
weight up,appetite_weight_change
cant eat,appetite_weight_change
Increased Hunger,appetite_weight_change
Appetite or binge eating,appetite_weight_change
Unrealistic Hunger,appetite_weight_change
Inconsistent Appetite,appetite_weight_change
Appetite Changes,appetite_weight_change
appetite increase ,appetite_weight_change
false hunger,appetite_weight_change
urge to skip meals,appetite_weight_change
Extreme Loss Of Appetite,appetite_weight_change
Evening cravings,appetite_weight_change
full after eating little,appetite_weight_change
huge appetite,appetite_weight_change
increase appetite,appetite_weight_change
Not wanting to eat ,appetite_weight_change
poor diet,appetite_weight_change
hunger pangs,appetite_weight_change
Weird appetite ,appetite_weight_change
Food craving - sweets,appetite_weight_change
eating issues,appetite_weight_change
extra hunger,appetite_weight_change
not hungry,appetite_weight_change
skipping meals,appetite_weight_change
Not hungery,appetite_weight_change
hunger p,appetite_weight_change
no hunger,appetite_weight_change
Loss of appetite,appetite_weight_change
small appetite,appetite_weight_change
Extreme Hunger,appetite_weight_change
Decreased Hunger,appetite_weight_change
overly hungry,appetite_weight_change
FORGETTING TO EAT,appetite_weight_change
Diet,appetite_weight_change
Lack of Appetite,appetite_weight_change
Eating too little,appetite_weight_change
Change in appetite,appetite_weight_change
Weight gain,appetite_weight_change
hunger even after meals,appetite_weight_change
Weight loss,appetite_weight_change
hungry often,appetite_weight_change
constant hunger,appetite_weight_change
increased cravings,appetite_weight_change
comfort eating,appetite_weight_change
Over eating,appetite_weight_change
food cravings,appetite_weight_change
Big appetite,appetite_weight_change
weight down,appetite_weight_change
cant eat alot ,appetite_weight_change
Revulsion to multiple foods/ food in general (not from anorexia nervosa),appetite_weight_change
Hunger after meal,appetite_weight_change
sudden hunger,appetite_weight_change
Fluctuating Weight,appetite_weight_change
eating restrictions,appetite_weight_change
Binge eating,appetite_weight_change
No Appetite-desire to eat,appetite_weight_change
insatiable appetite,appetite_weight_change
"no appetite, food is not appealing",appetite_weight_change
weight change / retention,appetite_weight_change
Eating meals,appetite_weight_change
loss/change in taste,appetite_weight_change
difficulty eating & drinking,appetite_weight_change
slow metabolism,appetite_weight_change
fullness after eating ,appetite_weight_change
Refusing food to avoid perception of overeating,appetite_weight_change
extreme appetite,appetite_weight_change
Poor Appetite,appetite_weight_change
junk food craving,appetite_weight_change
skipped meal,appetite_weight_change
Craving Carbs,appetite_weight_change
excessive appetite,appetite_weight_change
body weight in the way,appetite_weight_change
Ate a meal,appetite_weight_change
No appetite,appetite_weight_change
nausea and hunger,appetite_weight_change
Food Consumption,appetite_weight_change
Strength of Appetite,appetite_weight_change
suppressed appetite,appetite_weight_change
Decreased appetite,appetite_weight_change
hungry even after meals,appetite_weight_change
weight fluctuations ,appetite_weight_change
inability to eat,appetite_weight_change
lost appetite,appetite_weight_change
food cravings - carbs,appetite_weight_change
obesity,appetite_weight_change
Hunger,appetite_weight_change
difficulty eating ,appetite_weight_change
high appetite,appetite_weight_change
weightloss ,appetite_weight_change
not eating ,appetite_weight_change
Disordered eating,appetite_weight_change
Excessive Hunger,appetite_weight_change
Eating junk,appetite_weight_change
appetite,appetite_weight_change
Increased appetite,appetite_weight_change
anorexia,appetite_weight_change
Malnutrition,appetite_weight_change
eating restriction,appetite_weight_change
overweight,appetite_weight_change
Arthritis,arthritis_inflammatory_joint
Arthritis - Hands,arthritis_inflammatory_joint
lose joints when walking ,arthritis_inflammatory_joint
achy limbs and joints,arthritis_inflammatory_joint
Right hand inflammation,arthritis_inflammatory_joint
Rheumatoid arthritis pain,arthritis_inflammatory_joint
Fluid on joints,arthritis_inflammatory_joint
joints ac,arthritis_inflammatory_joint
edema  of knuckles,arthritis_inflammatory_joint
weak joints,arthritis_inflammatory_joint
achy joints and muscles,arthritis_inflammatory_joint
AM - Wake - Joint Stiffness,arthritis_inflammatory_joint
psoriatic arthritis,arthritis_inflammatory_joint
Inflamed Knees,arthritis_inflammatory_joint
Inflammation in joints,arthritis_inflammatory_joint
arthritis left hand,arthritis_inflammatory_joint
L knee inflamed,arthritis_inflammatory_joint
RA Rumatiod Arthritis,arthritis_inflammatory_joint
R knee inflamed,arthritis_inflammatory_joint
Osteoarthritis,arthritis_inflammatory_joint
all joints,arthritis_inflammatory_joint
psoriatic arthritis toes fingers,arthritis_inflammatory_joint
Arthrosis flare,arthritis_inflammatory_joint
Loose/Sensitive Joints,arthritis_inflammatory_joint
Hand arthritis,arthritis_inflammatory_joint
elbows or shoulders inflamed,arthritis_inflammatory_joint
Sjogrens syndtome,arthritis_inflammatory_joint
inflammatory arthritis,arthritis_inflammatory_joint
achy joints,arthritis_inflammatory_joint
joint grinding,arthritis_inflammatory_joint
chronic inflammation,arthritis_inflammatory_joint
Juvenile rheumatoid arthritis,arthritis_inflammatory_joint
left knuckles ,arthritis_inflammatory_joint
knees inflamed,arthritis_inflammatory_joint
Full body arthritis,arthritis_inflammatory_joint
inflammation joints,arthritis_inflammatory_joint
Lower GI Inflammation,arthritis_inflammatory_joint
systemic inflammation ,arthritis_inflammatory_joint
Lyme Arthritis,arthritis_inflammatory_joint
swillen pinky joint,arthritis_inflammatory_joint
Joint Inflammation,arthritis_inflammatory_joint
arthritic joints,arthritis_inflammatory_joint
S.I. Joint (R),arthritis_inflammatory_joint
Stiff joints in the morning ,arthritis_inflammatory_joint
upper-body inflammation flare,arthritis_inflammatory_joint
lower body joints,arthritis_inflammatory_joint
Rheumatoid arthritis,arthritis_inflammatory_joint
Acid Joints,arthritis_inflammatory_joint
achy joints in feet,arthritis_inflammatory_joint
S.I. Joint (L),arthritis_inflammatory_joint
Joint paint,arthritis_inflammatory_joint
head rush,autonomic_pots_syncope
orthostatic tachycardia,autonomic_pots_syncope
Attack - orthostatic intolerance ,autonomic_pots_syncope
(pre)syncope,autonomic_pots_syncope
Hypothyroidism,autonomic_pots_syncope
Postural hypotension,autonomic_pots_syncope
Syncope or Pre-Syncope,autonomic_pots_syncope
increased heart rate standing,autonomic_pots_syncope
orthostatic hypertension ,autonomic_pots_syncope
pre syncope,autonomic_pots_syncope
postural hypertension,autonomic_pots_syncope
Pacing in Circles,autonomic_pots_syncope
Postural orthostatic tachycardia syndrome,autonomic_pots_syncope
Post Orthostatic Tachycardia Syndrome,autonomic_pots_syncope
Syncope,autonomic_pots_syncope
proprioception,autonomic_pots_syncope
Spiky heart rate,autonomic_pots_syncope
postural BP,autonomic_pots_syncope
Pre-syncope/Syncope,autonomic_pots_syncope
Close to Fainting,autonomic_pots_syncope
Orthostatic Intolerance,autonomic_pots_syncope
"Sudden rush sensation, light switch",autonomic_pots_syncope
POTS presyncope/syncope,autonomic_pots_syncope
perimenopause ,autonomic_pots_syncope
feeling the Thyroid,autonomic_pots_syncope
Orthostatic Hypotension,autonomic_pots_syncope
Near syncope,autonomic_pots_syncope
postural tachycardia,autonomic_pots_syncope
hypothyroid,autonomic_pots_syncope
near fainting,autonomic_pots_syncope
Near Fainting/Fainting,autonomic_pots_syncope
Proprioception Symptoms,autonomic_pots_syncope
Evening blood pressure,autonomic_pots_syncope
Sudden Brain/Head/Body Wave,autonomic_pots_syncope
vasovagal syncope,autonomic_pots_syncope
Proprioception off,autonomic_pots_syncope
Near-Fainting,autonomic_pots_syncope
pre-syncope ,autonomic_pots_syncope
Feeling of Motion When Still,autonomic_pots_syncope
low blood pressure on watch ,autonomic_pots_syncope
Postural Orthostatic Tachycardia ,autonomic_pots_syncope
Postural Orthostatic Trachycardia Syndrome,autonomic_pots_syncope
Syncope (Warning Sensation),autonomic_pots_syncope
orthostatic symptoms,autonomic_pots_syncope
near-syncope,autonomic_pots_syncope
Needing toilet quickly,autonomic_visceral
feeling better briefly while or just after going to the bathroom,autonomic_visceral
Fecal Urgency,autonomic_visceral
Urgency to go to the toilet,autonomic_visceral
Stomach Pain /Pressure Before Peeing,autonomic_visceral
Pain before toilet ,autonomic_visceral
bathroom urgency ,autonomic_visceral
Feeling like needing to go to toilet constantly,autonomic_visceral
so much time in to the bathroom,autonomic_visceral
gum bleeding ,bleeding_bruising
seeing new bruises,bleeding_bruising
verhoging,bleeding_bruising
burst blood vessel ,bleeding_bruising
Irregular Bleeding,bleeding_bruising
light bleed,bleeding_bruising
blood pulling,bleeding_bruising
Breakthrough Bleeding,bleeding_bruising
Bleed,bleeding_bruising
blood in spit,bleeding_bruising
bloody discharge,bleeding_bruising
EDS bruising,bleeding_bruising
bruises,bleeding_bruising
bruising/bleeding,bleeding_bruising
rough lips,bleeding_bruising
heavy bleeding,bleeding_bruising
intermentrual bleeding,bleeding_bruising
bleeding teeth,bleeding_bruising
dialated blood vessels ,bleeding_bruising
bleeding tongue,bleeding_bruising
gi bleeding,bleeding_bruising
Heavy period,bleeding_bruising
abnormal bleeding,bleeding_bruising
huge bruises out of nowhere,bleeding_bruising
random bruises,bleeding_bruising
Bleeding pores ,bleeding_bruising
spot bleeding,bleeding_bruising
bloody saliva,bleeding_bruising
naval bleeding,bleeding_bruising
Roof of mouth bleeding,bleeding_bruising
gums bleeding easily,bleeding_bruising
Easy bruising,bleeding_bruising
bleeding nose,bleeding_bruising
Unexplained bruises,bleeding_bruising
cracking bleeding fingers,bleeding_bruising
blood clot,bleeding_bruising
unexplained bruising,bleeding_bruising
Heavy period bleeding,bleeding_bruising
bleeding spo,bleeding_bruising
bleeding rashes ,bleeding_bruising
Brown or Black Bleeding,bleeding_bruising
Hard veins,bleeding_bruising
clotting,bleeding_bruising
thick saliva,bleeding_bruising
Bloodloss,bleeding_bruising
medium bleeding,bleeding_bruising
light bleeding,bleeding_bruising
Breakthrough Bleed,bleeding_bruising
bloodflow ,bleeding_bruising
Injured gums,bleeding_bruising
spotting/bleeding,bleeding_bruising
broken blood vessels,bleeding_bruising
large clots,bleeding_bruising
Blood on loo roll,bleeding_bruising
Bleeding gums,bleeding_bruising
easy bleeding,bleeding_bruising
broken tooth ,bleeding_bruising
red spotting,bleeding_bruising
mouth bleeding when brush teeth,bleeding_bruising
Spotting,bleeding_bruising
Bruising,bleeding_bruising
dark period blood,bleeding_bruising
allodynia bruising,bleeding_bruising
Heavy menstrual bleeding,bleeding_bruising
bruising - red,bleeding_bruising
blood,bleeding_bruising
draining blood,bleeding_bruising
menstral bleeding - heavy,bleeding_bruising
menstral bleeding - clotting,bleeding_bruising
Passing Blood,bleeding_bruising
Blood brown spotting,bleeding_bruising
Heavy periods,bleeding_bruising
Gum Pealing,bleeding_bruising
long periods,bleeding_bruising
clots,bleeding_bruising
cuts,bleeding_bruising
Drooling,bleeding_bruising
Bleeding,bleeding_bruising
Blood Clots,bleeding_bruising
shitting blood,bleeding_bruising
chest spasm,cardiac_chest_palpitations
Pinpoint chest pain,cardiac_chest_palpitations
low pulse,cardiac_chest_palpitations
Anxiety in chest ,cardiac_chest_palpitations
Lightness in chest,cardiac_chest_palpitations
heart stopping sensation,cardiac_chest_palpitations
Cardiomyopathy,cardiac_chest_palpitations
Heart attack feelings,cardiac_chest_palpitations
Rapid heart beat,cardiac_chest_palpitations
Chest Palpatations,cardiac_chest_palpitations
pain between ribs in chest,cardiac_chest_palpitations
Pain in Chest (inside of ribcage),cardiac_chest_palpitations
heart pumping,cardiac_chest_palpitations
muscle pain (chest),cardiac_chest_palpitations
SP chest,cardiac_chest_palpitations
arythmias,cardiac_chest_palpitations
chest flutter,cardiac_chest_palpitations
Arrhythmia,cardiac_chest_palpitations
Crushing/Tight Chest,cardiac_chest_palpitations
pulse in abdomen,cardiac_chest_palpitations
chest/heart,cardiac_chest_palpitations
Cloud chest and arms aura,cardiac_chest_palpitations
Heart pounding,cardiac_chest_palpitations
